run,t,M1_gcm_aoi_dist,M2_angle_std,M3_defender_angle,sigmaR,muOmega,thetaOmega,clustered,anyWithin5,allBeyond20,defenderBetween,chosenBC
6,189,14.2427,0.0726699,0.0892563,0.632088,0,0,1,0,0,1,5
6,190,13.9156,0.0918834,0.338485,1.20386,0,0,1,0,0,1,5
6,191,13.9943,0.0931407,0.266617,1.12825,0,0,1,0,0,1,8
6,192,14.0782,0.0718057,0.253454,0.885465,0,0,1,0,0,1,2
6,193,14.018,0.0607813,0.351706,1.2096,0,0,1,0,0,1,5
6,194,14.1573,0.0634641,0.0367478,1.22574,0,0,1,0,0,1,9
6,195,14.0767,0.072415,0.558945,1.21346,0,0,1,0,0,1,7
6,196,13.9245,0.0713989,0.263408,0.929316,0,0,1,0,0,1,5
6,197,14.1201,0.0750038,0.658009,0.6385,0,0,1,0,0,1,5
6,198,14.4838,0.0821834,0.364517,0.885681,0,0,1,0,0,1,1
6,199,14.7193,0.0886295,0.0417696,0.974698,0,0,1,0,0,1,10
6,200,14.9168,0.0807372,0.0424636,0.966066,0,0,1,0,0,1,8
7,1,35.7504,0.198357,0.817427,4.1561,37.9452,0.366516,0,0,1,1,10
7,2,35.6187,0.17931,0.807457,3.78503,37.4565,0.333423,0,0,1,1,1
7,3,35.5129,0.159638,0.79661,3.35883,36.9682,0.299129,0,0,1,1,1
7,4,35.4332,0.140061,0.785524,2.89112,36.3576,0.293817,0,0,1,1,1
7,5,35.3611,0.120816,0.774285,2.40851,35.9257,0.257622,0,0,1,1,1
7,6,35.2898,0.102054,0.762594,1.94076,0,0,1,0,1,1,1
7,7,35.2299,0.0838714,0.74962,1.49566,0,0,1,0,1,1,8
7,8,35.0257,0.066378,0.760808,1.11646,0,0,1,0,1,1,1
7,9,34.7602,0.0495049,0.736451,0.912467,0,0,1,0,1,1,8
7,10,34.5237,0.0338373,0.731045,0.807016,0,0,1,0,1,1,1
7,11,33.9809,0.023369,0.731161,1.08771,0,0,1,0,1,1,1
7,12,33.2874,0.0211931,0.728296,1.01352,0,0,1,0,1,1,1
7,13,32.66,0.0305235,0.790152,0.886102,0,0,1,0,1,1,9
7,14,31.997,0.0397054,0.687562,0.891292,0,0,1,0,1,1,9
7,15,31.2289,0.0398047,0.68858,0.830656,0,0,1,0,1,1,5
7,16,30.4692,0.0312132,0.80528,0.654433,0,0,1,0,1,1,8
7,17,29.6266,0.025727,0.804407,0.678186,0,0,1,0,1,1,1
7,18,28.7583,0.0315738,0.800086,0.751435,0,0,1,0,1,1,1
7,19,27.8059,0.0338392,0.693039,0.763928,0,0,1,0,1,1,8
7,20,26.8617,0.0305745,0.698023,0.774516,0,0,1,0,1,1,5
7,21,25.9074,0.0297291,0.696525,0.780523,0,0,1,0,1,1,1
7,22,24.9546,0.0334156,0.695716,0.829948,0,0,1,0,1,1,1
7,23,23.9963,0.0342181,0.694476,0.855197,0,0,1,0,1,1,5
7,24,23.033,0.0335198,0.690654,0.883911,0,0,1,0,1,1,2
7,25,22.0409,0.0346362,0.68916,0.87378,0,0,1,0,1,1,1
7,26,21.0618,0.0376355,0.144858,0.871789,0,0,1,0,0,1,1
7,27,20.0958,0.038439,0.0132206,0.885911,0,0,1,0,0,1,10
7,28,19.1459,0.0403342,0.000654259,0.90334,0,0,1,0,0,1,5
7,29,18.2438,0.0445764,0.00851705,0.824093,0,0,1,0,0,1,2
7,30,17.3293,0.0497652,0.0154343,0.750665,0,0,1,0,0,1,5
7,31,16.4132,0.0579928,0.0306558,0.691406,0,0,1,0,0,1,8
7,32,15.6412,0.0642801,0.00529075,0.851121,0,0,1,0,0,1,8
7,33,15.0721,0.0631576,3.03848,1.14781,0,0,1,0,0,0,3
7,34,14.6595,0.0634534,0.0291755,1.14826,0,0,1,0,0,1,3
7,35,14.5665,0.0691238,0.0240509,0.836402,0,0,1,0,0,1,1
7,36,14.6652,0.0785311,0.058016,0.791749,0,0,1,0,0,1,1
7,37,14.8166,0.0738546,0.00013623,1.03634,0,0,1,0,0,1,5
7,38,15.1273,0.0612581,0.0288036,1.28943,0,0,1,0,0,1,6
7,39,15.2168,0.0671106,1.91136,1.06218,0,0,1,0,0,0,4
7,40,15.1967,0.0769697,0.0613617,0.633912,0,0,1,0,0,1,7
7,41,15.1812,0.0960315,0.0588454,0.674876,0,0,1,0,0,1,8
7,42,15.118,0.0925438,0.049045,1.13101,0,0,1,0,0,1,2
7,43,15.156,0.0636491,0.00235369,0.812781,0,0,1,0,0,1,1
7,44,14.9656,0.0515252,0.0123212,0.482252,0,0,1,0,0,1,1
7,45,14.8791,0.0741161,0.0852616,1.10879,0,0,1,0,0,1,6
7,46,14.8315,0.0979097,0.228117,1.08434,0,0,1,0,0,1,7
7,47,14.6713,0.0896488,0.119556,0.858427,0,0,1,0,0,1,7
7,48,14.7455,0.0524163,0.0432106,0.86216,0,0,1,0,0,1,1
7,49,14.9057,0.0314101,0.143613,0.877157,0,0,1,0,0,1,1
7,50,15.1635,0.0761847,0.333258,1.05944,0,0,1,0,0,1,7
7,51,15.15,0.0892312,0.36268,1.02651,0,0,1,0,0,1,7
7,52,15.2756,0.0875462,0.376736,0.84191,0,0,1,0,0,1,7
7,53,15.1815,0.0658312,0.375806,0.913882,0,0,1,0,0,1,2
7,54,14.776,0.0658421,0.280036,1.10342,0,0,1,0,0,1,7
7,55,14.8704,0.0863281,0.189373,0.984977,0,0,1,0,0,1,7
7,56,14.6901,0.0922113,0.062969,0.583116,0,0,1,0,0,1,7
7,57,14.8236,0.0740293,0.0438385,0.856567,0,0,1,0,0,1,7
7,58,14.7913,0.0916379,0.0437067,1.06694,0,0,1,0,0,1,6
7,59,14.9357,0.0674717,0.048497,1.08893,0,0,1,0,0,1,2
7,60,14.9553,0.0626474,0.00927064,0.870664,0,0,1,0,0,1,5
7,61,15.199,0.0691973,0.0269299,0.706298,0,0,1,0,0,1,1
7,62,15.4318,0.0762444,0.00797854,0.913623,0,0,1,0,0,1,6
7,63,15.6344,0.0716848,0.00269419,1.02973,0,0,1,0,0,1,2
7,64,15.6252,0.0885298,0.257465,0.859885,0,0,1,0,0,1,9
7,65,15.5535,0.0955115,0.22924,0.743006,0,0,1,0,0,1,7
7,66,15.4062,0.0915095,0.0860746,1.01124,0,0,1,0,0,1,7
7,67,15.2632,0.0785751,0.0110492,1.02409,0,0,1,0,0,1,7
7,68,15.1928,0.0790005,0.00710678,0.749991,0,0,1,0,0,1,5
7,69,15.1054,0.0783874,0.0195963,0.944726,0,0,1,0,0,1,2
7,70,14.935,0.0828604,0.0355441,1.19355,0,0,1,0,0,1,8
7,71,14.7753,0.077255,0.0496729,1.07798,0,0,1,0,0,1,2
7,72,14.6546,0.070621,1.61479,1.07506,0,0,1,0,0,0,9
7,73,14.7715,0.0661449,0.0646029,0.796058,0,0,1,0,0,1,4
7,74,14.9748,0.0646147,0.0254815,1.08173,0,0,1,0,0,1,8
7,75,14.9596,0.0646894,0.0327262,1.25628,0,0,1,0,0,1,2
7,76,14.8968,0.0737341,1.59228,0.945657,0,0,1,0,0,0,9
7,77,14.7804,0.0723757,0.195491,0.555039,0,0,1,0,0,1,9
7,78,14.6237,0.0710272,2.66659,1.10193,0,0,1,0,0,0,10
7,79,14.2714,0.0736267,0.00889712,1.10119,0,0,1,0,0,1,6
7,80,14.1323,0.0859715,0.00688256,0.935572,0,0,1,0,0,1,2
7,81,14.1069,0.0599764,0.0169995,0.85708,0,0,1,0,0,1,1
7,82,14.3419,0.0579921,0.0267085,0.974247,0,0,1,0,0,1,2
7,83,14.4926,0.0682115,0.003971,1.10262,0,0,1,0,0,1,6
7,84,14.5448,0.0831039,0.161184,1.09307,0,0,1,0,0,1,6
7,85,14.5539,0.0826446,0.451001,0.805965,0,0,1,0,0,1,7
7,86,14.5404,0.0634355,0.450354,1.00293,0,0,1,0,0,1,2
7,87,14.7239,0.0486185,0.259647,1.07722,0,0,1,0,0,1,1
7,88,14.5696,0.0690482,0.196048,1.21631,0,0,1,0,0,1,10
7,89,14.4064,0.0689863,0.0161281,0.893808,0,0,1,0,0,1,5
7,90,14.4938,0.0800057,0.0160659,0.661038,0,0,1,0,0,1,2
7,91,14.6081,0.0944926,0.185092,1.08211,0,0,1,0,0,1,9
7,92,14.5465,0.0790506,0.00599647,1.10879,0,0,1,0,0,1,5
7,93,14.4668,0.0815899,0.0440999,0.729331,0,0,1,0,0,1,8
7,94,14.6521,0.0716752,0.0424155,0.774702,0,0,1,0,0,1,2
7,95,14.6353,0.054446,0.0371563,1.15585,0,0,1,0,0,1,2
7,96,14.6513,0.0496805,0.00750193,1.25297,0,0,1,0,0,1,1
7,97,14.7629,0.079115,0.00621956,0.83346,0,0,1,0,0,1,5
7,98,14.9779,0.0828269,0.0707396,0.933025,0,0,1,0,0,1,7
7,99,15.0954,0.059497,0.087588,0.955924,0,0,1,0,0,1,2
7,100,15.229,0.0384158,0.0978566,0.927623,0,0,1,0,0,1,1
7,101,15.642,0.0660727,0.0154089,0.848015,0,0,1,0,0,1,6
7,102,15.8415,0.0913894,2.62398,0.707757,0,0,1,0,0,0,10
7,103,16.0111,0.0789755,0.0261258,0.933001,0,0,1,0,0,1,8
7,104,16.0072,0.0576095,0.0128133,1.14898,0,0,1,0,0,1,1
7,105,16.082,0.0483022,0.0380548,1.15805,0,0,1,0,0,1,2
7,106,16.4055,0.0468875,0.0418479,0.824936,0,0,1,0,0,1,1
7,107,16.8139,0.0595648,0.0686637,0.97809,0,0,1,0,0,1,1
7,108,17.0479,0.0665518,0.0757001,0.78314,0,0,1,0,0,1,2
7,109,17.0056,0.0676869,0.00386016,0.881,0,0,1,0,0,1,1
7,110,17.3722,0.0680623,0.0139036,0.680412,0,0,1,0,0,1,9
7,111,17.7629,0.0791913,0.00184435,0.647796,0,0,1,0,0,1,7
7,112,17.907,0.0623752,0.00468774,1.09981,0,0,1,0,0,1,5
7,113,18.1273,0.0525674,0.00947718,0.86568,0,0,1,0,0,1,1
7,114,18.3995,0.0487877,0.00266187,0.887425,0,0,1,0,0,1,1
7,115,18.5509,0.0591348,0.00514781,1.10765,0,0,1,0,0,1,1
7,116,18.9589,0.0693459,0.00517611,0.858906,0,0,1,0,0,1,3
7,117,19.0342,0.0543228,0.0291131,0.82264,0,0,1,0,0,1,10
7,118,19.1119,0.0408549,0.0229406,0.988609,0,0,1,0,0,1,2
7,119,19.0187,0.0539236,0.0162813,1.10128,0,0,1,0,0,1,8
7,120,18.7488,0.0663931,0.177811,0.9065,0,0,1,0,0,1,9
7,121,18.4527,0.0494065,0.0483029,0.84731,0,0,1,0,0,1,5
7,122,18.1032,0.0384823,0.0295741,1.14536,0,0,1,0,0,1,1
7,123,17.9826,0.0585778,0.0013096,1.21762,0,0,1,0,0,1,9
7,124,17.8172,0.077265,0.0217131,0.981365,0,0,1,0,0,1,8
7,125,17.6464,0.060744,0.0363738,1.02893,0,0,1,0,0,1,6
7,126,17.2648,0.0431295,0.00327528,1.10165,0,0,1,0,0,1,1
7,127,17.1557,0.0490838,0.0156991,1.00603,0,0,1,0,0,1,8
7,128,17.0061,0.0682107,0.0235975,1.08341,0,0,1,0,0,1,8
7,129,16.9883,0.0520826,0.0170846,1.04359,0,0,1,0,0,1,5
7,130,16.972,0.0635845,0.011725,0.846918,0,0,1,0,0,1,6
7,131,16.8023,0.0724887,0.0141023,0.930734,0,0,1,0,0,1,9
7,132,16.5196,0.0619914,0.0572536,1.10452,0,0,1,0,0,1,7
7,133,16.1333,0.0644474,0.0608184,1.05642,0,0,1,0,0,1,2
7,134,15.8663,0.0733157,0.0777024,0.987223,0,0,1,0,0,1,8
7,135,15.6683,0.0685414,0.00194813,0.830883,0,0,1,0,0,1,1
7,136,15.3974,0.0620509,0.0200975,0.836377,0,0,1,0,0,1,8
7,137,15.4158,0.0602806,0.0263019,1.19917,0,0,1,0,0,1,1
7,138,15.7502,0.0624229,0.023411,1.19665,0,0,1,0,0,1,5
7,139,15.9514,0.0547244,0.0289604,0.912741,0,0,1,0,0,1,8
7,140,16.1476,0.0456001,0.0360443,1.09617,0,0,1,0,0,1,2
7,141,16.1315,0.0476855,0.0344085,1.39744,0,0,1,0,0,1,7
7,142,16.1846,0.0702146,0.0211476,0.994402,0,0,1,0,0,1,8
7,143,16.491,0.0687898,0.015454,0.536549,0,0,1,0,0,1,5
7,144,16.723,0.0612656,0.0333288,0.941164,0,0,1,0,0,1,2
7,145,16.8087,0.0735349,0.047659,1.18698,0,0,1,0,0,1,8
7,146,16.8212,0.0767985,0.0370185,0.931531,0,0,1,0,0,1,5
7,147,16.8982,0.0677443,0.00979764,0.906248,0,0,1,0,0,1,1
7,148,16.9677,0.046006,0.0677087,1.03098,0,0,1,0,0,1,10
7,149,16.6835,0.0605525,0.0571785,1.164,0,0,1,0,0,1,7
7,150,16.3611,0.067561,0.100216,0.93524,0,0,1,0,0,1,9
7,151,16.2014,0.0550312,0.0250293,0.720171,0,0,1,0,0,1,5
7,152,16.0282,0.0693334,0.14965,0.893695,0,0,1,0,0,1,9
7,153,15.8104,0.0840596,0.406107,0.961513,0,0,1,0,0,1,7
7,154,15.4858,0.0911348,0.0765186,0.947616,0,0,1,0,0,1,5
7,155,15.1836,0.067165,0.0452463,0.925678,0,0,1,0,0,1,8
7,156,14.7742,0.0468014,0.0239972,1.13091,0,0,1,0,0,1,1
7,157,14.6213,0.0587547,0.11602,1.04886,0,0,1,0,0,1,1
7,158,14.5263,0.076391,0.0145563,0.852921,0,0,1,0,0,1,5
7,159,14.7109,0.0769496,0.0383588,0.968086,0,0,1,0,0,1,8
7,160,14.846,0.0675562,0.0162158,1.15184,0,0,1,0,0,1,1
7,161,15.1291,0.0782089,0.0237849,1.24662,0,0,1,0,0,1,9
7,162,15.573,0.0673241,0.00521316,1.01633,0,0,1,0,0,1,5
7,163,16.038,0.0610307,0.0246934,0.728268,0,0,1,0,0,1,8
7,164,16.3495,0.0653333,0.0259635,0.82106,0,0,1,0,0,1,8
7,165,16.4248,0.0644716,0.0156942,1.0657,0,0,1,0,0,1,1
7,166,16.5361,0.0596445,0.0767692,0.874838,0,0,1,0,0,1,7
7,167,16.712,0.0607073,0.00808717,0.831295,0,0,1,0,0,1,5
7,168,16.7424,0.071079,0.00679181,1.10332,0,0,1,0,0,1,8
7,169,16.5774,0.0689215,0.0035168,1.13784,0,0,1,0,0,1,8
7,170,16.2471,0.0577098,0.0160047,1.07023,0,0,1,0,0,1,1
7,171,16.5696,0.0609376,0.0280948,0.624586,0,0,1,0,0,1,2
7,172,16.8398,0.0619256,0.0334168,0.920088,0,0,1,0,0,1,8
7,173,17.0556,0.0451657,0.0203587,1.24916,0,0,1,0,0,1,8
7,174,16.9508,0.0564631,0.0112893,1.29946,0,0,1,0,0,1,1
7,175,17.0536,0.0634524,0.00656543,1.03449,0,0,1,0,0,1,8
7,176,16.8694,0.0622513,0.00686579,0.78135,0,0,1,0,0,1,8
7,177,16.7927,0.0535498,0.00353662,1.0965,0,0,1,0,0,1,8
7,178,16.5586,0.0596739,0.00669701,1.0034,0,0,1,0,0,1,1
7,179,16.3862,0.0716478,0.0272388,0.887395,0,0,1,0,0,1,8
7,180,16.4768,0.0577139,0.00482303,0.899011,0,0,1,0,0,1,1
7,181,16.4742,0.0457544,0.143565,0.96861,0,0,1,0,0,1,1
7,182,16.404,0.075247,0.0580173,0.925557,0,0,1,0,0,1,8
7,183,16.265,0.0702989,0.00366362,1.02436,0,0,1,0,0,1,5
7,184,16.1794,0.0667479,0.0311647,0.847545,0,0,1,0,0,1,7
7,185,16.0958,0.0725635,0.0869534,0.976053,0,0,1,0,0,1,8
7,186,16.1097,0.0679823,0.0872676,1.0178,0,0,1,0,0,1,2
7,187,15.9203,0.0564475,0.0053835,0.800099,0,0,1,0,0,1,1
7,188,15.8413,0.0686786,0.0111993,0.598376,0,0,1,0,0,1,5
7,189,15.9217,0.0950342,0.000240233,0.728451,0,0,1,0,0,1,8
7,190,15.9406,0.0827428,0.00872833,1.0939,0,0,1,0,0,1,8
7,191,15.9903,0.0484238,0.0135879,1.16573,0,0,1,0,0,1,1
7,192,16.2959,0.0346623,0.00316176,0.83745,0,0,1,0,0,1,2
7,193,16.4774,0.058262,0.019118,0.962885,0,0,1,0,0,1,3
7,194,16.7266,0.076104,0.00123921,0.98364,0,0,1,0,0,1,9
7,195,16.4392,0.0809354,0.00761999,0.914197,0,0,1,0,0,1,5
7,196,16.1618,0.0667359,0.166926,0.834725,0,0,1,0,0,1,9
7,197,15.8871,0.0645805,0.185675,0.798127,0,0,1,0,0,1,2
7,198,15.7142,0.065171,2.99768,0.713777,0,0,1,0,0,0,10
7,199,15.4515,0.0736715,0.568529,1.10156,0,0,1,0,0,1,10
7,200,15.2366,0.0661866,0.0124259,1.11906,0,0,1,0,0,1,1
8,1,30.5585,0.22405,0.937438,6.9054,32.7632,0.196775,0,0,1,1,10
8,2,30.4563,0.197267,3.02816,6.42506,34.8485,0.169571,0,0,1,0,4
8,3,30.3585,0.17146,0.369877,5.91982,32.8373,0.199096,0,0,1,1,1
8,4,30.2797,0.147293,0.289026,5.37623,32.4613,0.177309,0,0,1,1,1
8,5,30.2312,0.125064,0.233393,4.79465,34.7162,0.298667,0,0,1,1,4
8,6,30.2107,0.104858,0.192637,4.18705,34.0362,0.266453,0,0,1,1,1
8,7,30.2306,0.087082,0.174444,3.55423,0,0,1,0,1,1,1
8,8,30.3276,0.0720211,0.134263,2.8928,0,0,1,0,1,1,1
8,9,30.4948,0.0590367,0.0994161,2.25314,0,0,1,0,1,1,1
8,10,30.6307,0.0500715,0.0452246,1.66069,0,0,1,0,1,1,1
8,11,30.7321,0.0482553,0.0196799,1.19008,0,0,1,0,1,1,7
8,12,30.6873,0.0423833,0.00511154,0.910989,0,0,1,0,1,1,7
8,13,30.3969,0.0280631,0.00857488,0.957768,0,0,1,0,1,1,1
8,14,29.9761,0.0244846,0.00948066,1.0834,0,0,1,0,1,1,1
8,15,29.7468,0.0348749,0.00973364,1.2003,0,0,1,0,1,1,10
8,16,29.5951,0.0402258,0.0119976,1.12756,0,0,1,0,1,1,6
8,17,29.6464,0.0312619,0.00433456,0.836745,0,0,1,0,1,1,1
8,18,29.4876,0.0285274,0.00711663,1.10661,0,0,1,0,1,1,4
8,19,29.3365,0.0314154,0.0102935,1.40188,0,0,1,0,1,1,7
8,20,29.0748,0.0341374,0.00976044,1.02284,0,0,1,0,1,1,10
8,21,28.666,0.0375265,0.00285091,0.877667,0,0,1,0,1,1,10
8,22,28.2999,0.0434681,0.00655473,0.852537,0,0,1,0,1,1,6
8,23,27.7175,0.0385502,0.0160685,0.645949,0,0,1,0,1,1,8
8,24,27.2319,0.0340281,0.0139551,0.802284,0,0,1,0,1,1,1
8,25,26.7962,0.035632,0.0194672,0.993736,0,0,1,0,1,1,1
8,26,26.4057,0.0318227,0.0384837,1.16575,0,0,1,0,1,1,4
8,27,25.963,0.036318,0.0294471,1.12652,0,0,1,0,1,1,6
8,28,25.6902,0.0417596,0.00596794,1.00206,0,0,1,0,1,1,1
8,29,25.3724,0.0404319,0.00463208,0.816967,0,0,1,0,1,1,3
8,30,24.8668,0.0441382,0.00597372,0.792062,0,0,1,0,1,1,10
8,31,24.6397,0.0496271,0.000386743,0.964088,0,0,1,0,1,1,2
8,32,24.3706,0.0453118,0.00509685,0.791008,0,0,1,0,1,1,8
8,33,24.1864,0.0430456,0.00194322,0.764465,0,0,1,0,1,1,9
8,34,23.807,0.0493237,3.49433e-05,0.889594,0,0,1,0,1,1,8
8,35,23.5817,0.047449,0.0112105,1.13327,0,0,1,0,1,1,10
8,36,23.0642,0.0337616,0.00917197,1.08217,0,0,1,0,1,1,5
8,37,22.5212,0.0329417,0.00301757,0.951465,0,0,1,0,1,1,1
8,38,21.9114,0.0486988,0.00300361,0.719314,0,0,1,0,1,1,5
8,39,21.2538,0.0586093,0.013813,0.75078,0,0,1,0,0,1,6
8,40,20.5364,0.0595434,0.0160498,0.524729,0,0,1,0,0,1,7
8,41,20.1966,0.0529499,0.00335278,0.850057,0,0,1,0,0,1,7
8,42,19.9985,0.0455209,0.00214847,1.0695,0,0,1,0,0,1,2
8,43,20.0854,0.0562813,0.00134634,1.02188,0,0,1,0,0,1,8
8,44,20.1225,0.0688085,0.00715237,0.981569,0,0,1,0,0,1,8
8,45,20.086,0.0607627,0.0014743,1.10296,0,0,1,0,0,1,8
8,46,19.9115,0.0366452,0.00470719,0.852272,0,0,1,0,0,1,1
8,47,19.7757,0.043251,0.000629948,0.786645,0,0,1,0,0,1,2
8,48,19.8152,0.0708599,0.00158509,1.03496,0,0,1,0,0,1,10
8,49,19.6568,0.0656447,0.00449899,0.963551,0,0,1,0,0,1,8
8,50,19.2935,0.0528235,0.0135827,0.768843,0,0,1,0,0,1,8
8,51,18.8523,0.0428103,0.00749953,0.765139,0,0,1,0,0,1,2
8,52,18.4085,0.0540827,0.00607476,1.10974,0,0,1,0,0,1,6
8,53,18.3484,0.0677463,0.036705,1.14892,0,0,1,0,0,1,8
8,54,18.1134,0.0689045,0.0858649,0.908318,0,0,1,0,0,1,6
8,55,17.799,0.0520908,0.0919425,1.01608,0,0,1,0,0,1,2
8,56,17.5004,0.0520611,0.0124586,0.993785,0,0,1,0,0,1,1
8,57,17.2771,0.0556579,0.00467028,0.946973,0,0,1,0,0,1,8
8,58,16.8189,0.068201,0.00570195,0.688032,0,0,1,0,0,1,7
8,59,16.3403,0.0722508,0.0562698,0.757677,0,0,1,0,0,1,8
8,60,16.0212,0.0731166,0.136801,0.878472,0,0,1,0,0,1,6
8,61,15.6472,0.0564694,0.0140722,1.10811,0,0,1,0,0,1,1
8,62,15.7817,0.0507339,0.177117,0.91896,0,0,1,0,0,1,1
8,63,15.7889,0.0722294,0.0325568,0.951579,0,0,1,0,0,1,5
8,64,15.8645,0.0772027,0.0203866,0.878703,0,0,1,0,0,1,8
8,65,15.5257,0.066613,0.00241667,0.727161,0,0,1,0,0,1,5
8,66,15.346,0.0670856,0.0426783,0.910217,0,0,1,0,0,1,8
8,67,15.1367,0.0760522,0.0528274,1.03872,0,0,1,0,0,1,8
8,68,15.0344,0.0806726,0.0200478,1.11016,0,0,1,0,0,1,8
8,69,15.1445,0.0692931,3.07857,0.887408,0,0,1,0,0,0,10
8,70,15.0861,0.0556711,0.0144077,1.10891,0,0,1,0,0,1,1
8,71,15.3255,0.0640278,0.199918,1.3044,0,0,1,0,0,1,7
8,72,15.4148,0.0634046,0.199177,1.20063,0,0,1,0,0,1,2
8,73,15.3917,0.0644063,0.62543,1.07463,0,0,1,0,0,1,8
8,74,15.5606,0.0506864,0.00472068,1.03875,0,0,1,0,0,1,1
8,75,15.6195,0.0666521,0.00213837,0.95538,0,0,1,0,0,1,2
8,76,15.5951,0.0694486,0.035362,1.03711,0,0,1,0,0,1,8
8,77,15.6403,0.0419252,0.0775561,1.19065,0,0,1,0,0,1,8
8,78,15.3723,0.0656405,0.0143648,1.06561,0,0,1,0,0,1,6
8,79,15.1997,0.0770052,0.00278651,0.791644,0,0,1,0,0,1,2
8,80,15.1603,0.0845661,0.0213939,0.837299,0,0,1,0,0,1,8
8,81,14.9828,0.082705,0.0502224,1.18023,0,0,1,0,0,1,6
8,82,14.9465,0.0872646,0.201703,1.00483,0,0,1,0,0,1,8
8,83,14.7358,0.0672724,0.19192,0.759184,0,0,1,0,0,1,2
8,84,14.4194,0.0639984,0.181352,0.938671,0,0,1,0,0,1,2
8,85,14.2095,0.0691213,0.022339,1.12068,0,0,1,0,0,1,5
8,86,14.0623,0.0690794,0.0387171,1.02096,0,0,1,0,0,1,7
8,87,13.8153,0.0860047,0.360537,0.768062,0,0,1,0,0,1,8
8,88,13.8993,0.0860291,0.00700308,0.738551,0,0,1,0,0,1,8
8,89,14.1674,0.0803539,0.0094201,0.959857,0,0,1,0,0,1,2
8,90,14.0726,0.0735097,0.053262,0.989182,0,0,1,0,0,1,5
8,91,14.502,0.0543426,0.168297,0.886213,0,0,1,0,0,1,9
8,92,14.9501,0.0562963,0.206735,0.979927,0,0,1,0,0,1,1
8,93,15.0316,0.0786845,0.0347929,1.14659,0,0,1,0,0,1,4
8,94,15.2816,0.0762308,0.264488,0.898621,0,0,1,0,0,1,8
8,95,15.4324,0.0582991,0.010857,1.00671,0,0,1,0,0,1,1
8,96,15.4985,0.0683067,0.598898,1.07011,0,0,1,0,0,1,3
8,97,15.6748,0.0761953,0.0280373,0.991597,0,0,1,0,0,1,5
8,98,15.852,0.0682976,0.31459,0.777736,0,0,1,0,0,1,7
8,99,15.9662,0.0517496,0.0154145,1.0282,0,0,1,0,0,1,1
8,100,16.2381,0.0417288,0.0475668,0.990323,0,0,1,0,0,1,2
8,101,16.4063,0.0549718,0.0361463,0.922227,0,0,1,0,0,1,9
8,102,16.5146,0.0669224,0.115922,1.23968,0,0,1,0,0,1,9
8,103,16.3215,0.0700397,0.120783,1.06344,0,0,1,0,0,1,6
8,104,16.4342,0.0748823,0.133558,0.829182,0,0,1,0,0,1,6
8,105,16.3203,0.0656784,0.0345864,0.816283,0,0,1,0,0,1,5
8,106,16.066,0.0555822,0.00605217,1.11446,0,0,1,0,0,1,8
8,107,15.8979,0.0771878,0.0310583,0.946151,0,0,1,0,0,1,8
8,108,15.6014,0.0713367,0.0280154,0.829474,0,0,1,0,0,1,2
8,109,15.3972,0.0507194,0.028505,1.17512,0,0,1,0,0,1,2
8,110,15.2653,0.0478096,0.015667,1.29292,0,0,1,0,0,1,1
8,111,15.2068,0.073834,0.0140651,0.866255,0,0,1,0,0,1,8
8,112,15.1064,0.0873002,0.0429683,0.411639,0,0,1,0,0,1,8
8,113,14.957,0.0863415,0.0343582,0.88251,0,0,1,0,0,1,8
8,114,14.8314,0.0646299,0.0104227,1.23604,0,0,1,0,0,1,1
8,115,15.1549,0.0546228,0.0227294,0.879711,0,0,1,0,0,1,1
8,116,15.3904,0.0721196,0.314854,0.72104,0,0,1,0,0,1,8
8,117,15.6719,0.0756742,0.0189583,0.799506,0,0,1,0,0,1,5
8,118,15.707,0.0854717,0.398776,1.20215,0,0,1,0,0,1,8
8,119,15.9444,0.047898,0.033368,1.25647,0,0,1,0,0,1,1
8,120,16.2245,0.0339325,0.00450533,0.983547,0,0,1,0,0,1,1
8,121,16.424,0.0596213,0.00399899,0.759796,0,0,1,0,0,1,5
8,122,16.4057,0.0684993,0.0100125,1.03125,0,0,1,0,0,1,8
8,123,16.4738,0.0491534,0.0144313,1.12867,0,0,1,0,0,1,1
8,124,16.5567,0.0544877,0.00854509,1.07772,0,0,1,0,0,1,2
8,125,16.4932,0.0683056,0.00912069,1.01563,0,0,1,0,0,1,5
8,126,16.7807,0.069697,0.117475,0.893307,0,0,1,0,0,1,10
8,127,16.9537,0.0562946,0.103564,0.907413,0,0,1,0,0,1,2
8,128,16.8552,0.0608192,0.102233,0.937597,0,0,1,0,0,1,2
8,129,16.8294,0.0679862,0.0853305,0.963858,0,0,1,0,0,1,7
8,130,16.687,0.0620351,0.194987,0.917811,0,0,1,0,0,1,9
8,131,16.454,0.0698495,0.222541,1.09454,0,0,1,0,0,1,8
8,132,16.131,0.0578283,0.243122,1.14882,0,0,1,0,0,1,2
8,133,16.0305,0.040159,0.0156047,0.990818,0,0,1,0,0,1,1
8,134,15.9253,0.0417835,0.121583,1.2606,0,0,1,0,0,1,10
8,135,15.8245,0.061424,0.196021,1.24541,0,0,1,0,0,1,8
8,136,15.5806,0.0746791,0.02601,0.564567,0,0,1,0,0,1,5
8,137,15.1678,0.0638342,0.00550948,0.635839,0,0,1,0,0,1,1
8,138,14.9783,0.0571436,0.00792015,1.15138,0,0,1,0,0,1,1
8,139,14.9735,0.0759699,0.253371,1.34921,0,0,1,0,0,1,7
